<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.03.17	20:00:00	1121.90	1125.08	1118.22	1124.45	3983	0	0
2010.03.18	00:00:00	1122.47	1123.76	1120.89	1123.08	3361	0	0
2010.03.18	04:00:00	1123.07	1124.20	1121.53	1123.16	5718	0	0
2010.03.18	08:00:00	1123.18	1125.77	1118.23	1125.63	9602	0	0
2010.03.18	12:00:00	1125.60	1127.35	1120.36	1121.79	14650	0	0
2010.03.18	16:00:00	1121.80	1129.04	1118.04	1126.53	13468	0	0
2010.03.18	20:00:00	1126.55	1127.19	1124.96	1125.83	3483	0	0
2010.03.19	00:00:00	1125.98	1126.00	1121.73	1123.25	4740	0	0
2010.03.19	04:00:00	1123.27	1124.45	1122.51	1123.56	4517	0	0
2010.03.19	08:00:00	1123.54	1124.17	1120.91	1121.89	8858	0	0
2010.03.19	12:00:00	1121.90	1126.82	1105.57	1107.67	15850	0	0
2010.03.19	16:00:00	1107.68	1108.41	1101.38	1106.85	13575	0	0
2010.03.19	20:00:00	1106.83	1107.40	1105.43	1106.64	3191	0	0
2010.03.22	00:00:00	1105.62	1107.32	1104.83	1107.13	2023	0	0
2010.03.22	04:00:00	1107.15	1108.65	1105.41	1106.68	3093	0	0
2010.03.22	08:00:00	1106.67	1108.00	1102.75	1104.75	5342	0	0
2010.03.22	12:00:00	1104.77	1105.03	1092.41	1095.31	11165	0	0
2010.03.22	16:00:00	1095.29	1102.60	1095.19	1098.44	13090	0	0
2010.03.22	20:00:00	1098.43	1102.93	1097.96	1102.02	4006	0	0
2010.03.23	00:00:00	1105.00	1106.24	1103.27	1104.50	5788	0	0
2010.03.23	04:00:00	1104.47	1105.94	1103.69	1104.04	6740	0	0
2010.03.23	08:00:00	1103.88	1104.22	1098.53	1098.79	11588	0	0
